Date,Open,High,Low,Close,Adj Close,Volume
2020-05-20,39.099998,39.200001,38.400002,38.450001,38.450001,28961820
2020-05-21,39.000000,39.000000,38.500000,38.500000,38.500000,16663300
2020-05-22,37.599998,37.700001,35.450001,35.849998,35.849998,122796400
2020-05-25,35.549999,35.799999,35.000000,35.700001,35.700001,48071220
2020-05-26,36.000000,37.099998,35.799999,36.900002,36.900002,33450160
2020-05-27,37.299999,37.500000,36.299999,37.349998,37.349998,42822280
2020-05-28,37.500000,38.200001,36.299999,37.000000,37.000000,56105690
2020-05-29,36.299999,36.450001,35.849998,35.849998,35.849998,41062940
2020-06-01,36.150002,36.950001,36.150002,36.599998,36.599998,50234470
2020-06-02,36.599998,37.200001,36.500000,37.200001,37.200001,35840240
2020-06-03,37.549999,38.200001,37.500000,38.150002,38.150002,53534760
2020-06-04,38.900002,39.200001,38.500000,38.849998,38.849998,55254190
2020-06-05,39.200001,40.599998,38.950001,40.500000,40.500000,153403300
2020-06-08,41.099998,41.400002,40.450001,41.000000,41.000000,102483900
2020-06-09,41.200001,41.200001,40.150002,40.349998,40.349998,50714650
2020-06-10,40.000000,40.400002,39.549999,39.750000,39.750000,37035650
2020-06-11,39.099998,39.400002,37.849998,37.849998,37.849998,49782920
2020-06-12,36.500000,37.349998,36.400002,37.299999,37.299999,57848130
2020-06-15,36.599998,37.200001,36.299999,36.500000,36.500000,46541930
2020-06-16,37.200001,37.799999,37.150002,37.400002,37.400002,27383490
2020-06-17,36.900002,37.900002,36.900002,37.700001,37.700001,23795290
2020-06-18,37.000000,37.099998,36.599998,37.099998,37.099998,32953200
2020-06-19,36.700001,37.650002,36.650002,37.349998,37.349998,28062059
2020-06-22,37.250000,37.250000,36.450001,36.700001,36.700001,34982500
2020-06-23,36.599998,37.450001,36.099998,37.450001,37.450001,30842500
2020-06-24,37.650002,37.900002,37.000000,37.000000,37.000000,19690550
2020-06-26,37.049999,37.299999,36.700001,36.700001,36.700001,17355030
2020-06-29,36.849998,36.849998,35.900002,36.049999,36.049999,36050510
2020-06-30,36.700001,37.000000,36.000000,36.200001,36.200001,34167870
2020-07-02,37.000000,37.299999,36.349998,37.299999,37.299999,41239680
2020-07-03,38.000000,38.000000,37.349998,37.450001,37.450001,32270516
2020-07-06,37.349998,39.450001,37.250000,39.299999,39.299999,92943650
2020-07-07,39.400002,40.000000,38.450001,38.650002,38.650002,50906630
2020-07-08,38.500000,38.549999,37.000000,37.000000,37.000000,57615590
2020-07-09,37.400002,37.450001,36.599998,37.099998,37.099998,42788450
2020-07-10,36.549999,36.900002,36.250000,36.400002,36.400002,40678840
2020-07-13,36.950001,37.799999,36.849998,37.250000,37.250000,41961300
2020-07-14,37.000000,37.000000,36.450001,36.849998,36.849998,29340450
2020-07-15,37.700001,37.700001,36.849998,37.200001,37.200001,30334330
2020-07-16,37.500000,37.799999,37.150002,37.200001,37.200001,34854670
2020-07-17,37.500000,37.700001,36.950001,36.950001,36.950001,27243620
2020-07-20,36.500000,36.849998,36.299999,36.599998,36.599998,19725590
2020-07-21,36.799999,37.549999,36.700001,37.500000,37.500000,26347660
2020-07-22,37.500000,37.599998,36.599998,36.599998,36.599998,17722740
2020-07-23,36.700001,36.849998,36.400002,36.549999,36.549999,25017600
2020-07-24,36.299999,36.400002,36.000000,36.000000,36.000000,33100320
2020-07-27,36.049999,36.150002,35.049999,35.349998,35.349998,50460070
2020-07-28,35.299999,35.400002,34.099998,34.799999,34.799999,55264070
2020-07-29,35.000000,35.799999,34.950001,35.750000,35.750000,53369120
2020-07-30,36.200001,36.650002,35.450001,35.650002,35.650002,57022030
2020-07-31,35.500000,35.599998,34.599998,34.950001,34.950001,40579360
2020-08-03,35.000000,35.200001,32.950001,33.400002,33.400002,94128800
2020-08-04,33.500000,33.950001,32.099998,33.650002,33.650002,99499340
2020-08-05,33.650002,34.049999,33.450001,33.950001,33.950001,30930380
2020-08-06,33.900002,33.900002,33.099998,33.500000,33.500000,31763950
2020-08-07,33.150002,33.349998,32.700001,32.799999,32.799999,34633080
2020-08-10,32.900002,33.450001,32.750000,33.099998,33.099998,29212180
2020-08-11,33.650002,34.349998,33.500000,34.099998,34.099998,46196170
2020-08-12,34.700001,35.950001,34.450001,35.750000,35.750000,80302560
2020-08-13,35.950001,36.000000,35.099998,35.400002,35.400002,23680900
2020-08-14,34.799999,35.250000,34.549999,34.700001,34.700001,30190760
2020-08-17,34.750000,35.150002,34.400002,34.599998,34.599998,21989050
2020-08-18,34.400002,34.500000,33.950001,34.250000,34.250000,25123460
2020-08-19,34.150002,34.250000,33.750000,34.150002,34.150002,15636280
2020-08-20,33.900002,34.000000,33.500000,33.650002,33.650002,27802980
2020-08-21,33.650002,34.000000,33.500000,33.650002,33.650002,17170730
2020-08-24,33.549999,34.099998,33.400002,33.900002,33.900002,21339120
2020-08-25,34.250000,35.000000,34.250000,34.349998,34.349998,26871060
2020-08-26,34.250000,34.349998,33.700001,33.950001,33.950001,21197400
2020-08-27,33.599998,33.700001,33.099998,33.299999,33.299999,34614380
2020-08-28,33.500000,34.400002,33.349998,34.000000,34.000000,40482840
2020-08-31,34.400002,34.750000,33.799999,33.799999,33.799999,22318790
2020-09-01,33.150002,33.799999,33.150002,33.500000,33.500000,25848470
2020-09-02,33.099998,33.349998,32.750000,33.150002,33.150002,29444970
2020-09-03,32.900002,33.450001,32.799999,33.450001,33.450001,23867670
2020-09-04,32.799999,33.250000,32.599998,33.099998,33.099998,72546850
2020-09-07,33.299999,33.549999,32.799999,32.849998,32.849998,25566330
2020-09-08,33.099998,33.200001,32.750000,33.000000,33.000000,17394460
2020-09-09,32.500000,32.700001,32.299999,32.700001,32.700001,26236140
2020-09-10,32.799999,32.900002,32.400002,32.400002,32.400002,18575270
2020-09-11,32.150002,32.450001,32.150002,32.250000,32.250000,15186560
2020-09-14,32.150002,32.299999,32.099998,32.200001,32.200001,14059380
2020-09-15,32.049999,32.299999,32.000000,32.049999,32.049999,16221180
